8401.877172 3943.829268
8645.789604 4923.988220
7936.568394 5480.420499
7478.092964 6289.099313
7293.600681 6386.541466
6739.364963 6376.401529
6091.058620 6271.578863
5766.905158 5932.114551
4981.439265 5761.995481
4714.834292 5925.399189
4773.970519 6288.709248
5125.353641 6677.237608
4139.837396 6959.837911
3943.271597 6588.311636
3503.601786 6866.699083
3017.631016 6571.199091
3449.429550 5984.812996
3590.953687 5524.850225
3647.844728 5134.009102
2800.420133 5461.068780
2777.747108 5539.699558
2666.657494 5397.603407
2108.829195 4738.939775
1882.010420 4364.969970
1566.790893 4009.443942
1631.314993 3916.902306
1382.384538 3604.426046
1112.756320 3616.009077
995.592964 3828.959327
491.624600 4491.051121
525.292624 5215.633798
1191.112809 5896.367084
1416.025554 6069.688763
741.609699 6330.721935
1078.482820 6472.073820
1211.431618 6857.857917
354.209067 7478.028670
41.616089 9230.691273
697.552762 9493.270754
745.298006 9501.040317
1696.070862 9068.039339
1476.600148 8810.621695
1639.680034 8300.118338
1372.315768 8041.767542
1254.749047 7934.703882
1641.019337 7450.713891
1523.897919 7321.485159
1804.212384 6841.784388
1922.138460 6632.269270
2236.564132 6511.320824
2842.934031 7385.343149
2925.167844 7713.576978
3352.227557 7682.295948
3752.069764 7602.487364
3838.319394 7742.734946
3984.366667 8147.668963
3363.511257 8476.844359
2972.884524 9049.324714
2604.969424 8773.839278
2289.681710 8933.724146
2382.799542 9706.341317
3042.951498 9922.284614
3248.070000 9318.952937
4002.286221 8915.294520
4401.045276 8800.752363
4395.599195 9239.697889
4376.375966 9318.350563
4273.277206 9344.946467
4935.829870 9727.750239
5106.859712 9714.657096
5769.711126 8776.137782
5129.323944 8391.122347
4636.621510 8489.421629
4614.204734 8196.772802
4577.156084 7808.683542
4954.440666 7604.752284
5267.449792 7699.138363
5308.079880 7572.938324
5733.186284 7555.808354
6357.117280 7172.969294
6394.583455 7597.348419
6587.466345 7617.778078
6573.040395 8586.763259
6842.185253 9109.720308
6565.636530 9674.051385
8077.245200 9190.264740
8332.385420 9253.765512
9033.663403 9835.957382
9847.516650 9350.039866
9586.369619 9189.303880
9522.297252 9161.950680
9502.523741 9201.282537
9430.512744 9162.729121
9096.429576 8739.789682
9022.080735 8509.197868
9130.266774 8196.951527
8732.713428 8310.375408
8368.277647 8181.276116
7830.992238 7984.400335
7832.819940 7743.862349
7648.714351 6990.754030
7977.980519 7326.544117
8381.336028 7242.519882
8655.348145 7210.057893
9308.097954 7209.523431
9794.341293 7438.112072
9864.671128 7079.090950
9209.143570 6847.565368
8830.365915 6256.653194
9084.846545 6220.954524
9564.682529 5886.401332
9443.180961 4509.175580
9848.446273 3382.429273
8902.326025 3488.929352
8292.010933 3303.371297
8273.911354 3314.790755
7860.020980 3074.578737
7757.672429 2883.794118
8332.432941 2338.917047
8619.171227 2035.482164
9116.473579 1975.513693
9989.245180 2182.569053
9999.935711 2043.286107
9977.989993 540.575777
9843.632029 35.785744
8889.487502 769.946808
8705.398649 723.287994
8651.812118 939.195105
8899.556444 1254.684758
8975.602663 1360.746120
8090.953086 1317.021447
7404.384412 2022.127743
7120.872600 1825.557874
6878.613903 1659.741663
7275.502834 1390.581998
7192.685761 1132.805548
6873.874346 996.400635
6861.249277 937.402361
6218.228213 408.643028
5316.064342 392.803434
5202.100698 782.321417
5259.953502 860.558479
5324.409728 876.436280
4985.254824 1212.587837
4874.268651 1572.721168
4577.017373 630.958383
4345.132957 32.314598
4107.879379 54.085483
3313.858203 911.485795
2936.780687 1146.678138
1512.299851 725.450106
641.713208 200.230489
515.082861 534.222955
1297.904468 1088.088020
1031.711884 1260.753391
934.804772 1349.024117
519.388188 1578.071286
163.005716 2428.867706
699.063978 2046.550863
1782.075098 2219.655422
1762.106564 2400.623724
1627.567435 2739.111689
1875.331095 2762.346721
2443.269870 3260.134632
2833.147460 3524.583473
3635.982966 2882.695204
3287.770433 2314.279523
2941.603620 2322.615386
3296.420785 1897.509821
3471.158731 1846.224676
4470.335792 2261.066252
4824.906567 2158.249590
5177.147214 2078.435911
4959.773964 2910.532860
4819.358231 3049.556833
4960.744202 3349.716907
5564.437553 4165.012806
5575.606127 4261.993759
5794.299941 4525.758459
6031.088264 4924.217181
6375.522677 5242.871901
6668.803346 4972.585191
6754.759805 4829.502797
6920.764422 4425.602352
6410.805963 4319.534183
6844.450169 3831.883312
6399.788166 3540.486797
6126.398326 2960.316177
6195.964839 2810.594124
6088.828596 2589.061196
5835.702981 2654.613230
5844.885006 2444.127357
5938.921792 1803.722657
6294.797033 2291.369798
6497.069861 2480.441184
6531.303323 2572.654822
6665.565910 2887.777753
7006.199647 3168.671375
7307.293456 3283.744381
7497.708824 3686.635417
8299.390435 3943.883769
8401.877172 3943.829268
