8401.877172 3943.829268
8273.911354 3314.790755
8292.010933 3303.371297
8267.694101 2908.286626
7860.020980 3074.578737
7757.672429 2883.794118
7524.787033 2979.332266
7467.303294 2772.136481
7293.977000 2252.355615
7404.384412 2022.127743
7120.872600 1825.557874
6878.613903 1659.741663
7275.502834 1390.581998
7192.685761 1132.805548
6873.874346 996.400635
6861.249277 937.402361
6475.222472 1006.856808
6076.003348 1041.741809
6004.921555 1299.759877
5324.409728 876.436280
5259.953502 860.558479
5202.100698 782.321417
5103.490267 484.996820
5316.064342 392.803434
5381.752758 166.505813
5553.977362 145.793436
5790.215053 329.633965
5911.105995 534.393988
5891.186062 580.522828
5996.444503 682.348148
6142.267052 705.569676
6218.228213 408.643028
6458.890436 60.047726
6591.460498 363.273998
6718.407654 294.762235
7775.049949 69.801151
7733.009461 284.525380
7608.619992 966.813895
7682.056244 1220.862493
8097.427738 950.427480
8090.953086 1317.021447
8379.858908 1547.105066
8093.706774 1890.636129
8332.432941 2338.917047
8619.171227 2035.482164
8734.138184 2328.481177
9047.815082 2575.853645
9215.510082 2217.257550
9116.473579 1975.513693
9041.700330 1911.116378
8850.142089 1862.647800
8800.087082 1727.221325
8674.690690 1660.940601
8588.659846 1333.880081
8654.335015 1097.776886
8651.812118 939.195105
8705.398649 723.287994
8889.487502 769.946808
9233.807600 433.947123
9469.246664 138.662569
9843.632029 35.785744
9977.989993 540.575777
9464.352182 1014.803234
9466.404924 1223.258139
9278.657804 1095.245844
9152.205870 1008.569780
8884.328519 1022.332656
8899.556444 1254.684758
8975.602663 1360.746120
9237.278108 1696.495009
9999.935711 2043.286107
9989.245180 2182.569053
9848.446273 3382.429273
9315.180620 3475.459527
9358.517420 3245.414171
9041.871358 3129.397143
8902.326025 3488.929352
8822.042583 3660.279426
9015.486161 4321.991133
9443.180961 4509.175580
9498.203262 4661.685966
9564.682529 5886.401332
9084.846545 6220.954524
8898.127223 6114.109348
8743.093819 5891.566847
8689.240002 5473.970946
8645.789604 4923.988220
8326.090932 5150.490811
8201.462095 5074.095514
7936.568394 5480.420499
8224.258580 5776.782537
8141.387323 5944.972712
8524.111644 6007.626446
8656.790186 6231.944564
8830.365915 6256.653194
8893.434628 6467.118276
8812.316879 6748.495617
8730.213399 6644.144099
8289.573071 6756.540587
8018.966996 6778.123624
7859.323117 6846.767998
7648.714351 6990.754030
7822.622716 7194.618046
7977.980519 7326.544117
8057.889798 7497.189090
8139.036702 7533.826785
7832.819940 7743.862349
7802.239423 7664.475971
7637.638309 7744.324062
7754.214652 7949.101519
7830.992238 7984.400335
7667.011487 8033.301578
7954.904101 8650.855026
8325.546635 8129.968731
8368.277647 8181.276116
8492.716089 8314.617685
8732.713428 8310.375408
9096.429576 8739.789682
9102.265038 8671.973473
9022.080735 8509.197868
9130.266774 8196.951527
8990.861279 7670.136703
8994.312821 7476.377593
8442.812389 7353.112929
8381.336028 7242.519882
8655.348145 7210.057893
8923.238026 7119.059776
9209.143570 6847.565368
9308.097954 7209.523431
9589.568875 7367.469560
9864.671128 7079.090950
9794.341293 7438.112072
9597.163959 7750.575565
9391.291649 7996.456967
