cpx_1_0_0,num_nodes_300_seed_1_time_limit_60.00,23.48
cpx_1_0_0,num_nodes_300_seed_2_time_limit_60.00,15.16
cpx_1_0_0,num_nodes_300_seed_3_time_limit_60.00,17.44
cpx_1_0_0,num_nodes_300_seed_4_time_limit_60.00,43.65
cpx_1_0_0,num_nodes_300_seed_5_time_limit_60.00,16.53
cpx_1_0_0,num_nodes_300_seed_6_time_limit_60.00,23.88
cpx_1_0_0,num_nodes_300_seed_7_time_limit_60.00,14.95
cpx_1_0_0,num_nodes_300_seed_8_time_limit_60.00,15.37
cpx_1_0_0,num_nodes_300_seed_9_time_limit_60.00,11.08
cpx_1_0_0,num_nodes_300_seed_10_time_limit_60.00,29.58
cpx_1_0_0,num_nodes_300_seed_11_time_limit_60.00,26.61
cpx_1_1_0,num_nodes_300_seed_1_time_limit_60.00,18.91
cpx_1_1_0,num_nodes_300_seed_2_time_limit_60.00,13.89
cpx_1_1_0,num_nodes_300_seed_3_time_limit_60.00,19.22
cpx_1_1_0,num_nodes_300_seed_4_time_limit_60.00,35.44
cpx_1_1_0,num_nodes_300_seed_5_time_limit_60.00,16.17
cpx_1_1_0,num_nodes_300_seed_6_time_limit_60.00,19.39
cpx_1_1_0,num_nodes_300_seed_7_time_limit_60.00,11.91
cpx_1_1_0,num_nodes_300_seed_8_time_limit_60.00,15.12
cpx_1_1_0,num_nodes_300_seed_9_time_limit_60.00,8.16
cpx_1_1_0,num_nodes_300_seed_10_time_limit_60.00,17.70
cpx_1_1_0,num_nodes_300_seed_11_time_limit_60.00,17.34
cpx_1_0_1,num_nodes_300_seed_1_time_limit_60.00,19.80
cpx_1_0_1,num_nodes_300_seed_2_time_limit_60.00,17.07
cpx_1_0_1,num_nodes_300_seed_3_time_limit_60.00,19.01
cpx_1_0_1,num_nodes_300_seed_4_time_limit_60.00,28.91
cpx_1_0_1,num_nodes_300_seed_5_time_limit_60.00,13.65
cpx_1_0_1,num_nodes_300_seed_6_time_limit_60.00,23.29
cpx_1_0_1,num_nodes_300_seed_7_time_limit_60.00,12.85
cpx_1_0_1,num_nodes_300_seed_8_time_limit_60.00,14.77
cpx_1_0_1,num_nodes_300_seed_9_time_limit_60.00,13.71
cpx_1_0_1,num_nodes_300_seed_10_time_limit_60.00,22.28
cpx_1_0_1,num_nodes_300_seed_11_time_limit_60.00,18.25
cpx_0_0_0,num_nodes_300_seed_1_time_limit_60.00,32.60
cpx_0_0_0,num_nodes_300_seed_2_time_limit_60.00,39.08
cpx_0_0_0,num_nodes_300_seed_3_time_limit_60.00,18.10
cpx_0_0_0,num_nodes_300_seed_4_time_limit_60.00,52.19
cpx_0_0_0,num_nodes_300_seed_5_time_limit_60.00,27.22
cpx_0_0_0,num_nodes_300_seed_6_time_limit_60.00,15.67
cpx_0_0_0,num_nodes_300_seed_7_time_limit_60.00,12.31
cpx_0_0_0,num_nodes_300_seed_8_time_limit_60.00,18.31
cpx_0_0_0,num_nodes_300_seed_9_time_limit_60.00,11.87
cpx_0_0_0,num_nodes_300_seed_10_time_limit_60.00,68.78
cpx_0_0_0,num_nodes_300_seed_11_time_limit_60.00,70.08
cpx_0_1_0,num_nodes_300_seed_1_time_limit_60.00,31.28
cpx_0_1_0,num_nodes_300_seed_2_time_limit_60.00,37.91
cpx_0_1_0,num_nodes_300_seed_3_time_limit_60.00,21.78
cpx_0_1_0,num_nodes_300_seed_4_time_limit_60.00,59.12
cpx_0_1_0,num_nodes_300_seed_5_time_limit_60.00,26.82
cpx_0_1_0,num_nodes_300_seed_6_time_limit_60.00,16.69
cpx_0_1_0,num_nodes_300_seed_7_time_limit_60.00,12.35
cpx_0_1_0,num_nodes_300_seed_8_time_limit_60.00,24.13
cpx_0_1_0,num_nodes_300_seed_9_time_limit_60.00,14.79
cpx_0_1_0,num_nodes_300_seed_10_time_limit_60.00,64.50
cpx_0_1_0,num_nodes_300_seed_11_time_limit_60.00,65.87
